B000UPOJ5W,2.61943E+11
B00099YJH2,2.61946E+11
B0009X29WK,2.61964E+11
B00GMOOB08,2.61985E+11
B00D3AFMT8,2.61985E+11
B00063X38M,2.62E+11
B00NIYJKL0,2.62E+11
B00Y8050JY,2.62E+11
B0042RTZRG,2.62047E+11
B0002AT45K,2.62047E+11
B00477SCWU,2.62047E+11
B004477ASK,2.62047E+11
B01008KLAK,2.62047E+11
B0001ILKBE,2.62048E+11
B0006SU3QW,2.62048E+11
B004N59OFU,2.62048E+11
B00GQP8H8A,2.6205E+11
B0036QQWAC,2.62055E+11
B002YPS1KK,2.62055E+11
B0083IXKYE,2.62061E+11
B00KWHJ2JQ,2.62067E+11
B0031M9H3A,2.62067E+11
B00CTG3RXK,2.6207E+11
B004QHD19A,2.6207E+11
B004EZG9X4,2.6207E+11
B00A73X2GO,2.62071E+11
B0058E3XJI,2.62071E+11
1476791546,2.62071E+11
B0006MZOS0,2.62071E+11
B00005C2KF,2.62071E+11
B00F19PYR4,2.62071E+11
B0133B8ZOK,2.62073E+11
B003YHF3HQ,2.62073E+11
B00C0E7G1K,2.62073E+11
B00DSAAYM8,2.62076E+11
B006941Z6E,2.62076E+11
B000WCYZSO,2.62076E+11
B005SHR2C4,2.62076E+11
B007UZNS5W,2.62077E+11
B00WJW8PB8,2.62077E+11
B00ASBOP9S,2.62077E+11
B00BV4HEE4,2.62077E+11
B0009JKG9M,2.62079E+11
B00ZIVC2V6,2.62082E+11
B00HTB2XOO,2.62082E+11
B001FOPXGG,2.62082E+11
B001N07KUE,2.61943E+11
B00Z555OY2,2.61966E+11
B00GN4I3WY,2.6199E+11
B0057CVH6W,2.6199E+11
B00LBIOQFA,2.6199E+11
B00QPHW63G,2.6199E+11
B000L3XYZ4,2.6199E+11
B0123HPN0Y,2.6199E+11
B00ILM977Q,2.61994E+11
B00M7Z3LT8,2.62E+11
B007BEHSDU,2.6203E+11
B00K6BGV9W,2.62047E+11
B0056H4FPI,2.62048E+11
B00OTG8DGY,2.62048E+11
B000BPLNXC,2.62048E+11
B001AQEQNA,2.62048E+11
B0037V0EW8,2.62048E+11
B0000AFUT3,2.62048E+11
B001LNOZVA,2.62048E+11
B0001HLWHW,2.62048E+11
